DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,113.26,113.26,113.26,113.26,3058
1/2/2005,116.68,116.68,116.68,116.68,4084
1/3/2005,117.44,117.44,117.44,117.44,10335
1/4/2005,116.77,116.77,116.77,116.77,10276
1/5/2005,110.97,110.97,110.97,110.97,8766
1/6/2005,119.83,119.83,119.83,119.83,8148
1/7/2005,112.10,112.10,112.10,112.10,4596
1/8/2005,112.18,112.18,112.18,112.18,8302
1/9/2005,119.49,119.49,119.49,119.49,8842
1/10/2005,116.31,116.31,116.31,116.31,7444
1/11/2005,115.86,115.86,115.86,115.86,4634
1/12/2005,115.04,115.04,115.04,115.04,7362
1/13/2005,115.00,115.00,115.00,115.00,8740
1/14/2005,109.55,109.55,109.55,109.55,6354
1/15/2005,114.87,114.87,114.87,114.87,2872
1/16/2005,117.60,117.60,117.60,117.60,1999
1/17/2005,111.49,111.49,111.49,111.49,8027
1/18/2005,112.52,112.52,112.52,112.52,5401
1/19/2005,112.36,112.36,112.36,112.36,5618
1/20/2005,115.67,115.67,115.67,115.67,1851
1/21/2005,114.36,114.36,114.36,114.36,3431
1/22/2005,115.75,115.75,115.75,115.75,5093
1/23/2005,110.09,110.09,110.09,110.09,3413
1/24/2005,116.51,116.51,116.51,116.51,10020
1/25/2005,111.05,111.05,111.05,111.05,1999
1/26/2005,117.72,117.72,117.72,117.72,8711
1/27/2005,113.85,113.85,113.85,113.85,2391
1/28/2005,116.46,116.46,116.46,116.46,11413
1/29/2005,114.63,114.63,114.63,114.63,1719
1/30/2005,115.40,115.40,115.40,115.40,1154
1/31/2005,116.50,116.50,116.50,116.50,2563
2/1/2005,110.94,110.94,110.94,110.94,10428
2/2/2005,117.08,117.08,117.08,117.08,10772
2/3/2005,111.70,111.70,111.70,111.70,6367
2/4/2005,107.51,107.51,107.51,107.51,8816
2/5/2005,111.06,111.06,111.06,111.06,6219
2/6/2005,107.49,107.49,107.49,107.49,6664
2/7/2005,107.44,107.44,107.44,107.44,4728
2/8/2005,113.19,113.19,113.19,113.19,2717
2/9/2005,111.22,111.22,111.22,111.22,4115
2/10/2005,115.89,115.89,115.89,115.89,2665
2/11/2005,109.14,109.14,109.14,109.14,5457
2/12/2005,108.46,108.46,108.46,108.46,2061
2/13/2005,111.19,111.19,111.19,111.19,2001
2/14/2005,114.42,114.42,114.42,114.42,4577
2/15/2005,113.34,113.34,113.34,113.34,3740
2/16/2005,112.51,112.51,112.51,112.51,7650
2/17/2005,107.37,107.37,107.37,107.37,4939
2/18/2005,114.21,114.21,114.21,114.21,8794
2/19/2005,109.25,109.25,109.25,109.25,3168
2/20/2005,112.90,112.90,112.90,112.90,3726
2/21/2005,112.92,112.92,112.92,112.92,5533
2/22/2005,111.56,111.56,111.56,111.56,5132
2/23/2005,111.04,111.04,111.04,111.04,10771
2/24/2005,104.84,104.84,104.84,104.84,5137
2/25/2005,107.43,107.43,107.43,107.43,5801
2/26/2005,109.90,109.90,109.90,109.90,5385
2/27/2005,104.36,104.36,104.36,104.36,7723
2/28/2005,112.10,112.10,112.10,112.10,9977
3/1/2005,110.45,110.45,110.45,110.45,9498
3/2/2005,107.18,107.18,107.18,107.18,4180
3/3/2005,109.83,109.83,109.83,109.83,7798
3/4/2005,103.38,103.38,103.38,103.38,2274
3/5/2005,111.03,111.03,111.03,111.03,4996
3/6/2005,106.48,106.48,106.48,106.48,7347
3/7/2005,107.39,107.39,107.39,107.39,9665
3/8/2005,109.80,109.80,109.80,109.80,3514
3/9/2005,107.34,107.34,107.34,107.34,7728
3/10/2005,105.50,105.50,105.50,105.50,9073
3/11/2005,109.48,109.48,109.48,109.48,9196
3/12/2005,106.31,106.31,106.31,106.31,6272
3/13/2005,102.15,102.15,102.15,102.15,4801
3/14/2005,101.77,101.77,101.77,101.77,3460
3/15/2005,108.16,108.16,108.16,108.16,3569
3/16/2005,107.39,107.39,107.39,107.39,5799
3/17/2005,106.87,106.87,106.87,106.87,1282
3/18/2005,101.80,101.80,101.80,101.80,6210
3/19/2005,109.50,109.50,109.50,109.50,5694
3/20/2005,106.94,106.94,106.94,106.94,2353
3/21/2005,105.04,105.04,105.04,105.04,6302
3/22/2005,106.80,106.80,106.80,106.80,3631
3/23/2005,106.77,106.77,106.77,106.77,4911
3/24/2005,110.33,110.33,110.33,110.33,5406
3/25/2005,108.24,108.24,108.24,108.24,4438
3/26/2005,109.91,109.91,109.91,109.91,4726
3/27/2005,104.32,104.32,104.32,104.32,1043
3/28/2005,101.81,101.81,101.81,101.81,8959
3/29/2005,104.47,104.47,104.47,104.47,8880
3/30/2005,103.28,103.28,103.28,103.28,3305
3/31/2005,106.98,106.98,106.98,106.98,8344
4/1/2005,104.99,104.99,104.99,104.99,6194
4/2/2005,108.21,108.21,108.21,108.21,9630
4/3/2005,101.20,101.20,101.20,101.20,5161
4/4/2005,108.50,108.50,108.50,108.50,2604
4/5/2005,104.17,104.17,104.17,104.17,1250
4/6/2005,101.08,101.08,101.08,101.08,2628
4/7/2005,104.40,104.40,104.40,104.40,2610
4/8/2005,102.34,102.34,102.34,102.34,2559
4/9/2005,109.53,109.53,109.53,109.53,7229
4/10/2005,104.57,104.57,104.57,104.57,6379
4/11/2005,105.12,105.12,105.12,105.12,3890
4/12/2005,103.29,103.29,103.29,103.29,3099
4/13/2005,101.09,101.09,101.09,101.09,5964
4/14/2005,108.88,108.88,108.88,108.88,2831
4/15/2005,101.70,101.70,101.70,101.70,10068
4/16/2005,101.82,101.82,101.82,101.82,4073
4/17/2005,104.82,104.82,104.82,104.82,7128
4/18/2005,101.03,101.03,101.03,101.03,1313
4/19/2005,104.85,104.85,104.85,104.85,7759
4/20/2005,103.19,103.19,103.19,103.19,5676
4/21/2005,106.29,106.29,106.29,106.29,6803
4/22/2005,109.77,109.77,109.77,109.77,9989
4/23/2005,103.05,103.05,103.05,103.05,2782
4/24/2005,106.14,106.14,106.14,106.14,10189
4/25/2005,106.93,106.93,106.93,106.93,3422
4/26/2005,109.46,109.46,109.46,109.46,7662
4/27/2005,108.60,108.60,108.60,108.60,2063
4/28/2005,103.28,103.28,103.28,103.28,2582
4/29/2005,103.09,103.09,103.09,103.09,6392
4/30/2005,108.73,108.73,108.73,108.73,6524
5/1/2005,106.77,106.77,106.77,106.77,7367
5/2/2005,111.10,111.10,111.10,111.10,5222
5/3/2005,109.81,109.81,109.81,109.81,8565
5/4/2005,108.53,108.53,108.53,108.53,8791
5/5/2005,102.34,102.34,102.34,102.34,2763
5/6/2005,108.60,108.60,108.60,108.60,3367
5/7/2005,105.06,105.06,105.06,105.06,9981
5/8/2005,111.48,111.48,111.48,111.48,10145
5/9/2005,105.56,105.56,105.56,105.56,4961
5/10/2005,111.68,111.68,111.68,111.68,10163
5/11/2005,112.00,112.00,112.00,112.00,10304
5/12/2005,107.77,107.77,107.77,107.77,9914
5/13/2005,103.60,103.60,103.60,103.60,5698
5/14/2005,108.12,108.12,108.12,108.12,4541
5/15/2005,106.70,106.70,106.70,106.70,9816
5/16/2005,111.07,111.07,111.07,111.07,9885
5/17/2005,112.38,112.38,112.38,112.38,8541
5/18/2005,112.52,112.52,112.52,112.52,10577
5/19/2005,109.39,109.39,109.39,109.39,6236
5/20/2005,103.97,103.97,103.97,103.97,5718
5/21/2005,108.39,108.39,108.39,108.39,8563
5/22/2005,112.53,112.53,112.53,112.53,5627
5/23/2005,109.33,109.33,109.33,109.33,7434
5/24/2005,107.37,107.37,107.37,107.37,9126
5/25/2005,105.61,105.61,105.61,105.61,4224
5/26/2005,112.49,112.49,112.49,112.49,9224
5/27/2005,110.71,110.71,110.71,110.71,9743
5/28/2005,110.47,110.47,110.47,110.47,7512
