DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,118.63,118.63,118.63,118.63,5101
1/2/2005,116.95,116.95,116.95,116.95,3391
1/3/2005,112.17,112.17,112.17,112.17,1907
1/4/2005,115.97,115.97,115.97,115.97,2783
1/5/2005,118.88,118.88,118.88,118.88,2853
1/6/2005,110.83,110.83,110.83,110.83,2881
1/7/2005,111.05,111.05,111.05,111.05,9106
1/8/2005,118.30,118.30,118.30,118.30,2958
1/9/2005,115.57,115.57,115.57,115.57,1849
1/10/2005,112.08,112.08,112.08,112.08,3138
1/11/2005,115.15,115.15,115.15,115.15,9442
1/12/2005,111.83,111.83,111.83,111.83,2908
1/13/2005,111.42,111.42,111.42,111.42,4234
1/14/2005,111.34,111.34,111.34,111.34,1781
1/15/2005,119.25,119.25,119.25,119.25,4412
1/16/2005,109.67,109.67,109.67,109.67,10089
1/17/2005,114.52,114.52,114.52,114.52,2290
1/18/2005,118.99,118.99,118.99,118.99,2618
1/19/2005,116.73,116.73,116.73,116.73,10155
1/20/2005,112.99,112.99,112.99,112.99,5762
1/21/2005,114.68,114.68,114.68,114.68,11353
1/22/2005,111.30,111.30,111.30,111.30,7345
1/23/2005,115.16,115.16,115.16,115.16,7370
1/24/2005,110.78,110.78,110.78,110.78,3434
1/25/2005,108.78,108.78,108.78,108.78,4134
1/26/2005,117.44,117.44,117.44,117.44,6577
1/27/2005,116.94,116.94,116.94,116.94,2690
1/28/2005,111.49,111.49,111.49,111.49,1561
1/29/2005,109.60,109.60,109.60,109.60,6138
1/30/2005,108.25,108.25,108.25,108.25,9851
1/31/2005,116.86,116.86,116.86,116.86,6778
2/1/2005,109.45,109.45,109.45,109.45,6895
2/2/2005,108.88,108.88,108.88,108.88,2722
2/3/2005,114.05,114.05,114.05,114.05,1140
2/4/2005,115.57,115.57,115.57,115.57,8437
2/5/2005,111.22,111.22,111.22,111.22,8230
2/6/2005,113.77,113.77,113.77,113.77,8988
2/7/2005,113.12,113.12,113.12,113.12,6674
2/8/2005,112.33,112.33,112.33,112.33,7077
2/9/2005,111.92,111.92,111.92,111.92,6939
2/10/2005,107.39,107.39,107.39,107.39,10202
2/11/2005,106.67,106.67,106.67,106.67,7360
2/12/2005,110.12,110.12,110.12,110.12,6057
2/13/2005,106.53,106.53,106.53,106.53,4581
2/14/2005,113.59,113.59,113.59,113.59,10450
2/15/2005,115.48,115.48,115.48,115.48,3580
2/16/2005,113.73,113.73,113.73,113.73,6027
2/17/2005,110.88,110.88,110.88,110.88,1441
