DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,112.49,112.49,112.49,112.49,3262
1/2/2005,117.06,117.06,117.06,117.06,11589
1/3/2005,118.31,118.31,118.31,118.31,5797
1/4/2005,111.43,111.43,111.43,111.43,9249
1/5/2005,112.27,112.27,112.27,112.27,10441
1/6/2005,117.46,117.46,117.46,117.46,2584
1/7/2005,109.92,109.92,109.92,109.92,1099
1/8/2005,118.45,118.45,118.45,118.45,9002
1/9/2005,116.39,116.39,116.39,116.39,1280
1/10/2005,112.21,112.21,112.21,112.21,10996
1/11/2005,116.62,116.62,116.62,116.62,1166
1/12/2005,115.16,115.16,115.16,115.16,9213
1/13/2005,119.45,119.45,119.45,119.45,1792
1/14/2005,119.09,119.09,119.09,119.09,7503
1/15/2005,116.72,116.72,116.72,116.72,2451
1/16/2005,109.98,109.98,109.98,109.98,7918
1/17/2005,116.23,116.23,116.23,116.23,3719
1/18/2005,111.86,111.86,111.86,111.86,1678
1/19/2005,110.90,110.90,110.90,110.90,10313
1/20/2005,115.02,115.02,115.02,115.02,6096
1/21/2005,113.19,113.19,113.19,113.19,3056
1/22/2005,114.97,114.97,114.97,114.97,9773
1/23/2005,113.56,113.56,113.56,113.56,6814
1/24/2005,117.59,117.59,117.59,117.59,7290
1/25/2005,109.49,109.49,109.49,109.49,4160
1/26/2005,117.07,117.07,117.07,117.07,4566
1/27/2005,108.78,108.78,108.78,108.78,5004
1/28/2005,116.16,116.16,116.16,116.16,3601
1/29/2005,114.68,114.68,114.68,114.68,10550
1/30/2005,108.04,108.04,108.04,108.04,8535
1/31/2005,112.64,112.64,112.64,112.64,6646
2/1/2005,108.55,108.55,108.55,108.55,2062
2/2/2005,116.22,116.22,116.22,116.22,1627
2/3/2005,111.92,111.92,111.92,111.92,8618
2/4/2005,114.73,114.73,114.73,114.73,9408
2/5/2005,112.77,112.77,112.77,112.77,8457
2/6/2005,111.16,111.16,111.16,111.16,8782
2/7/2005,112.47,112.47,112.47,112.47,6186
2/8/2005,110.62,110.62,110.62,110.62,8186
2/9/2005,109.59,109.59,109.59,109.59,5151
2/10/2005,108.06,108.06,108.06,108.06,4647
2/11/2005,111.29,111.29,111.29,111.29,5119
2/12/2005,108.73,108.73,108.73,108.73,8263
2/13/2005,112.46,112.46,112.46,112.46,3936
2/14/2005,110.30,110.30,110.30,110.30,1213
2/15/2005,109.58,109.58,109.58,109.58,3506
2/16/2005,114.64,114.64,114.64,114.64,9630
2/17/2005,115.26,115.26,115.26,115.26,10143
2/18/2005,106.20,106.20,106.20,106.20,5841
2/19/2005,114.71,114.71,114.71,114.71,5506
2/20/2005,105.98,105.98,105.98,105.98,2332
2/21/2005,113.09,113.09,113.09,113.09,4071
2/22/2005,112.06,112.06,112.06,112.06,2465
2/23/2005,113.45,113.45,113.45,113.45,3971
2/24/2005,112.66,112.66,112.66,112.66,4056
2/25/2005,112.58,112.58,112.58,112.58,10695
2/26/2005,110.08,110.08,110.08,110.08,6825
2/27/2005,109.81,109.81,109.81,109.81,2196
2/28/2005,104.03,104.03,104.03,104.03,7282
3/1/2005,111.86,111.86,111.86,111.86,2461
3/2/2005,107.33,107.33,107.33,107.33,2576
3/3/2005,106.18,106.18,106.18,106.18,7964
3/4/2005,107.11,107.11,107.11,107.11,3963
3/5/2005,111.01,111.01,111.01,111.01,6994
3/6/2005,110.45,110.45,110.45,110.45,7842
3/7/2005,106.55,106.55,106.55,106.55,9483
3/8/2005,109.87,109.87,109.87,109.87,9778
3/9/2005,105.40,105.40,105.40,105.40,1265
3/10/2005,107.48,107.48,107.48,107.48,3117
3/11/2005,108.62,108.62,108.62,108.62,2281
3/12/2005,110.20,110.20,110.20,110.20,4738
3/13/2005,106.22,106.22,106.22,106.22,2443
3/14/2005,103.38,103.38,103.38,103.38,5169
3/15/2005,107.96,107.96,107.96,107.96,4210
3/16/2005,103.66,103.66,103.66,103.66,9226
3/17/2005,109.70,109.70,109.70,109.70,5266
3/18/2005,107.92,107.92,107.92,107.92,9173
3/19/2005,101.38,101.38,101.38,101.38,9631
3/20/2005,109.42,109.42,109.42,109.42,2188
3/21/2005,109.77,109.77,109.77,109.77,5379
3/22/2005,104.06,104.06,104.06,104.06,3954
3/23/2005,105.86,105.86,105.86,105.86,2541
3/24/2005,109.71,109.71,109.71,109.71,10533
3/25/2005,102.69,102.69,102.69,102.69,7804
3/26/2005,103.34,103.34,103.34,103.34,6407
3/27/2005,106.32,106.32,106.32,106.32,8931
3/28/2005,100.63,100.63,100.63,100.63,7346
3/29/2005,103.43,103.43,103.43,103.43,1241
3/30/2005,107.54,107.54,107.54,107.54,2473
