DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,114.48,114.48,114.48,114.48,10761
1/2/2005,112.82,112.82,112.82,112.82,1579
1/3/2005,117.94,117.94,117.94,117.94,6723
1/4/2005,117.27,117.27,117.27,117.27,9968
1/5/2005,113.49,113.49,113.49,113.49,5447
1/6/2005,116.22,116.22,116.22,116.22,9181
1/7/2005,117.29,117.29,117.29,117.29,7272
1/8/2005,116.94,116.94,116.94,116.94,2923
1/9/2005,117.63,117.63,117.63,117.63,3411
1/10/2005,113.18,113.18,113.18,113.18,5206
1/11/2005,118.48,118.48,118.48,118.48,1185
1/12/2005,113.83,113.83,113.83,113.83,3984
1/13/2005,112.55,112.55,112.55,112.55,6303
1/14/2005,112.49,112.49,112.49,112.49,8099
1/15/2005,111.73,111.73,111.73,111.73,9721
1/16/2005,117.90,117.90,117.90,117.90,7074
1/17/2005,110.07,110.07,110.07,110.07,7265
1/18/2005,117.84,117.84,117.84,117.84,4831
1/19/2005,110.42,110.42,110.42,110.42,8613
1/20/2005,114.12,114.12,114.12,114.12,10385
1/21/2005,111.70,111.70,111.70,111.70,4356
1/22/2005,112.04,112.04,112.04,112.04,5042
1/23/2005,113.41,113.41,113.41,113.41,9186
1/24/2005,113.45,113.45,113.45,113.45,6807
1/25/2005,115.87,115.87,115.87,115.87,8922
1/26/2005,114.29,114.29,114.29,114.29,1943
1/27/2005,112.98,112.98,112.98,112.98,4971
1/28/2005,108.47,108.47,108.47,108.47,5315
1/29/2005,113.24,113.24,113.24,113.24,1132
1/30/2005,115.47,115.47,115.47,115.47,3926
1/31/2005,110.17,110.17,110.17,110.17,1322
2/1/2005,113.81,113.81,113.81,113.81,6146
2/2/2005,113.35,113.35,113.35,113.35,1814
2/3/2005,114.37,114.37,114.37,114.37,2287
2/4/2005,114.44,114.44,114.44,114.44,4806
2/5/2005,107.56,107.56,107.56,107.56,1291
2/6/2005,114.03,114.03,114.03,114.03,5587
2/7/2005,108.15,108.15,108.15,108.15,6381
2/8/2005,113.60,113.60,113.60,113.60,1250
2/9/2005,114.68,114.68,114.68,114.68,6308
2/10/2005,106.80,106.80,106.80,106.80,8117
2/11/2005,115.89,115.89,115.89,115.89,6142
2/12/2005,108.79,108.79,108.79,108.79,8594
2/13/2005,106.87,106.87,106.87,106.87,7694
2/14/2005,111.77,111.77,111.77,111.77,5365
2/15/2005,113.92,113.92,113.92,113.92,2392
2/16/2005,105.54,105.54,105.54,105.54,3166
2/17/2005,111.99,111.99,111.99,111.99,3472
2/18/2005,112.29,112.29,112.29,112.29,9320
2/19/2005,113.17,113.17,113.17,113.17,5093
2/20/2005,105.83,105.83,105.83,105.83,4551
2/21/2005,113.08,113.08,113.08,113.08,4862
2/22/2005,111.54,111.54,111.54,111.54,6693
2/23/2005,108.13,108.13,108.13,108.13,1298
2/24/2005,106.74,106.74,106.74,106.74,5657
2/25/2005,111.54,111.54,111.54,111.54,6023
2/26/2005,105.80,105.80,105.80,105.80,3386
2/27/2005,106.09,106.09,106.09,106.09,5729
2/28/2005,104.28,104.28,104.28,104.28,2190
