DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,116.01,116.01,116.01,116.01,3944
1/2/2005,116.40,116.40,116.40,116.40,7217
1/3/2005,113.70,113.70,113.70,113.70,10347
1/4/2005,113.59,113.59,113.59,113.59,10451
1/5/2005,113.61,113.61,113.61,113.61,10338
1/6/2005,112.77,112.77,112.77,112.77,9022
1/7/2005,116.51,116.51,116.51,116.51,4894
1/8/2005,115.93,115.93,115.93,115.93,4869
1/9/2005,117.81,117.81,117.81,117.81,4241
1/10/2005,111.38,111.38,111.38,111.38,11027
1/11/2005,116.75,116.75,116.75,116.75,5371
1/12/2005,111.61,111.61,111.61,111.61,10938
1/13/2005,116.67,116.67,116.67,116.67,2100
1/14/2005,113.15,113.15,113.15,113.15,2716
1/15/2005,110.08,110.08,110.08,110.08,3192
1/16/2005,117.61,117.61,117.61,117.61,5528
1/17/2005,111.39,111.39,111.39,111.39,5904
1/18/2005,110.72,110.72,110.72,110.72,10740
1/19/2005,115.66,115.66,115.66,115.66,7402
1/20/2005,112.91,112.91,112.91,112.91,6210
1/21/2005,109.51,109.51,109.51,109.51,5913
1/22/2005,115.36,115.36,115.36,115.36,6460
1/23/2005,115.79,115.79,115.79,115.79,5905
1/24/2005,111.27,111.27,111.27,111.27,5786
1/25/2005,110.96,110.96,110.96,110.96,1442
1/26/2005,109.42,109.42,109.42,109.42,5143
1/27/2005,110.19,110.19,110.19,110.19,1873
1/28/2005,108.40,108.40,108.40,108.40,2927
1/29/2005,108.86,108.86,108.86,108.86,7511
1/30/2005,116.70,116.70,116.70,116.70,4084
1/31/2005,113.25,113.25,113.25,113.25,3171
2/1/2005,116.24,116.24,116.24,116.24,2674
2/2/2005,108.35,108.35,108.35,108.35,9427
2/3/2005,113.12,113.12,113.12,113.12,2941
2/4/2005,109.38,109.38,109.38,109.38,7328
2/5/2005,114.17,114.17,114.17,114.17,3083
2/6/2005,116.07,116.07,116.07,116.07,8009
2/7/2005,116.21,116.21,116.21,116.21,3254
2/8/2005,114.24,114.24,114.24,114.24,8111
2/9/2005,109.30,109.30,109.30,109.30,3388
2/10/2005,114.67,114.67,114.67,114.67,10206
2/11/2005,115.39,115.39,115.39,115.39,1385
2/12/2005,107.21,107.21,107.21,107.21,4932
2/13/2005,108.28,108.28,108.28,108.28,2274
2/14/2005,110.37,110.37,110.37,110.37,10485
2/15/2005,114.54,114.54,114.54,114.54,11340
2/16/2005,112.82,112.82,112.82,112.82,2144
2/17/2005,114.94,114.94,114.94,114.94,9885
2/18/2005,111.58,111.58,111.58,111.58,6025
2/19/2005,109.32,109.32,109.32,109.32,9293
2/20/2005,113.77,113.77,113.77,113.77,1934
2/21/2005,107.32,107.32,107.32,107.32,6868
2/22/2005,107.86,107.86,107.86,107.86,9815
2/23/2005,109.46,109.46,109.46,109.46,6239
2/24/2005,105.64,105.64,105.64,105.64,8768
2/25/2005,108.47,108.47,108.47,108.47,4881
2/26/2005,107.77,107.77,107.77,107.77,7113
2/27/2005,108.30,108.30,108.30,108.30,7473
2/28/2005,106.52,106.52,106.52,106.52,8948
3/1/2005,103.88,103.88,103.88,103.88,7272
3/2/2005,109.61,109.61,109.61,109.61,5371
3/3/2005,110.41,110.41,110.41,110.41,3644
3/4/2005,110.47,110.47,110.47,110.47,8175
3/5/2005,107.42,107.42,107.42,107.42,8808
3/6/2005,109.66,109.66,109.66,109.66,1864
3/7/2005,108.23,108.23,108.23,108.23,3572
3/8/2005,104.97,104.97,104.97,104.97,5143
3/9/2005,105.84,105.84,105.84,105.84,8149
3/10/2005,108.44,108.44,108.44,108.44,4012
3/11/2005,108.99,108.99,108.99,108.99,3052
3/12/2005,110.90,110.90,110.90,110.90,8096
3/13/2005,111.68,111.68,111.68,111.68,7483
3/14/2005,106.83,106.83,106.83,106.83,5769
3/15/2005,107.62,107.62,107.62,107.62,2045
3/16/2005,107.96,107.96,107.96,107.96,3994
3/17/2005,106.93,106.93,106.93,106.93,8875
3/18/2005,105.78,105.78,105.78,105.78,8251
3/19/2005,103.24,103.24,103.24,103.24,5162
3/20/2005,104.58,104.58,104.58,104.58,1046
3/21/2005,109.55,109.55,109.55,109.55,7121
3/22/2005,105.42,105.42,105.42,105.42,7695
3/23/2005,109.17,109.17,109.17,109.17,1528
3/24/2005,103.21,103.21,103.21,103.21,2683
3/25/2005,102.07,102.07,102.07,102.07,9697
3/26/2005,103.35,103.35,103.35,103.35,7544
3/27/2005,100.78,100.78,100.78,100.78,9876
3/28/2005,101.79,101.79,101.79,101.79,8652
3/29/2005,108.13,108.13,108.13,108.13,10056
3/30/2005,104.85,104.85,104.85,104.85,1782
3/31/2005,107.67,107.67,107.67,107.67,3446
4/1/2005,101.28,101.28,101.28,101.28,4153
4/2/2005,101.70,101.70,101.70,101.70,4475
4/3/2005,105.43,105.43,105.43,105.43,8118
4/4/2005,108.15,108.15,108.15,108.15,5840
4/5/2005,102.32,102.32,102.32,102.32,9311
4/6/2005,104.00,104.00,104.00,104.00,6760
4/7/2005,104.52,104.52,104.52,104.52,1672
4/8/2005,107.48,107.48,107.48,107.48,2902
4/9/2005,108.63,108.63,108.63,108.63,10103
4/10/2005,103.93,103.93,103.93,103.93,4053
4/11/2005,103.50,103.50,103.50,103.50,7038
4/12/2005,108.24,108.24,108.24,108.24,10174
4/13/2005,102.79,102.79,102.79,102.79,6270
4/14/2005,106.78,106.78,106.78,106.78,6940
4/15/2005,109.86,109.86,109.86,109.86,3845
4/16/2005,110.05,110.05,110.05,110.05,3742
4/17/2005,102.76,102.76,102.76,102.76,6576
4/18/2005,105.27,105.27,105.27,105.27,2000
4/19/2005,105.70,105.70,105.70,105.70,5285
4/20/2005,105.48,105.48,105.48,105.48,5696
4/21/2005,104.04,104.04,104.04,104.04,7075
4/22/2005,107.59,107.59,107.59,107.59,4734
4/23/2005,103.51,103.51,103.51,103.51,4865
4/24/2005,105.81,105.81,105.81,105.81,1587
4/25/2005,101.49,101.49,101.49,101.49,6292
4/26/2005,101.27,101.27,101.27,101.27,5671
4/27/2005,107.59,107.59,107.59,107.59,4949
4/28/2005,109.78,109.78,109.78,109.78,5489
4/29/2005,106.16,106.16,106.16,106.16,2972
4/30/2005,102.05,102.05,102.05,102.05,9797
5/1/2005,101.83,101.83,101.83,101.83,2750
5/2/2005,106.29,106.29,106.29,106.29,10097
5/3/2005,110.30,110.30,110.30,110.30,2316
5/4/2005,104.91,104.91,104.91,104.91,8917
5/5/2005,107.08,107.08,107.08,107.08,7174
5/6/2005,107.99,107.99,107.99,107.99,4968
5/7/2005,105.79,105.79,105.79,105.79,9521
5/8/2005,111.40,111.40,111.40,111.40,8021
5/9/2005,111.24,111.24,111.24,111.24,5451
5/10/2005,108.40,108.40,108.40,108.40,9431
5/11/2005,102.60,102.60,102.60,102.60,6567
5/12/2005,107.50,107.50,107.50,107.50,4837
5/13/2005,104.61,104.61,104.61,104.61,5440
5/14/2005,108.41,108.41,108.41,108.41,9324
5/15/2005,109.82,109.82,109.82,109.82,1647
5/16/2005,108.61,108.61,108.61,108.61,4344
5/17/2005,106.44,106.44,106.44,106.44,6493
5/18/2005,107.36,107.36,107.36,107.36,2791
5/19/2005,104.69,104.69,104.69,104.69,8375
5/20/2005,108.20,108.20,108.20,108.20,2813
5/21/2005,104.17,104.17,104.17,104.17,7500
5/22/2005,108.80,108.80,108.80,108.80,5440
5/23/2005,113.35,113.35,113.35,113.35,7708
5/24/2005,105.18,105.18,105.18,105.18,8520
5/25/2005,108.73,108.73,108.73,108.73,3044
5/26/2005,109.62,109.62,109.62,109.62,1863
5/27/2005,110.30,110.30,110.30,110.30,3530
5/28/2005,113.84,113.84,113.84,113.84,5920
5/29/2005,111.61,111.61,111.61,111.61,2232
5/30/2005,112.29,112.29,112.29,112.29,5390
5/31/2005,110.58,110.58,110.58,110.58,6082
6/1/2005,106.62,106.62,106.62,106.62,5864
6/2/2005,106.16,106.16,106.16,106.16,3928
6/3/2005,106.30,106.30,106.30,106.30,9036
6/4/2005,110.52,110.52,110.52,110.52,8841
6/5/2005,111.54,111.54,111.54,111.54,2565
6/6/2005,115.78,115.78,115.78,115.78,5789
6/7/2005,114.33,114.33,114.33,114.33,4687
6/8/2005,107.43,107.43,107.43,107.43,1719
6/9/2005,111.03,111.03,111.03,111.03,6662
6/10/2005,110.31,110.31,110.31,110.31,8825
6/11/2005,110.87,110.87,110.87,110.87,6098
6/12/2005,112.31,112.31,112.31,112.31,5953
6/13/2005,114.75,114.75,114.75,114.75,2066
6/14/2005,113.79,113.79,113.79,113.79,10810
6/15/2005,112.44,112.44,112.44,112.44,1237
6/16/2005,108.05,108.05,108.05,108.05,1405
6/17/2005,114.12,114.12,114.12,114.12,6733
6/18/2005,113.44,113.44,113.44,113.44,1134
6/19/2005,111.75,111.75,111.75,111.75,7487
6/20/2005,113.94,113.94,113.94,113.94,3874
6/21/2005,111.41,111.41,111.41,111.41,7799
6/22/2005,114.73,114.73,114.73,114.73,4933
6/23/2005,109.60,109.60,109.60,109.60,2302
6/24/2005,112.90,112.90,112.90,112.90,6887
6/25/2005,112.31,112.31,112.31,112.31,7188
6/26/2005,115.47,115.47,115.47,115.47,2887
6/27/2005,109.55,109.55,109.55,109.55,8435
6/28/2005,109.93,109.93,109.93,109.93,7256
6/29/2005,118.76,118.76,118.76,118.76,7363
6/30/2005,114.53,114.53,114.53,114.53,11110
7/1/2005,111.13,111.13,111.13,111.13,6335
7/2/2005,112.07,112.07,112.07,112.07,6500
7/3/2005,110.38,110.38,110.38,110.38,10265
7/4/2005,117.50,117.50,117.50,117.50,3760
7/5/2005,117.38,117.38,117.38,117.38,2230
7/6/2005,116.44,116.44,116.44,116.44,9548
7/7/2005,119.39,119.39,119.39,119.39,2149
7/8/2005,114.35,114.35,114.35,114.35,8576
7/9/2005,118.40,118.40,118.40,118.40,2842
7/10/2005,113.50,113.50,113.50,113.50,7605
7/11/2005,116.46,116.46,116.46,116.46,1980
7/12/2005,115.71,115.71,115.71,115.71,10414
7/13/2005,113.37,113.37,113.37,113.37,10090
7/14/2005,119.67,119.67,119.67,119.67,10651
7/15/2005,114.53,114.53,114.53,114.53,10766
7/16/2005,110.27,110.27,110.27,110.27,8932
7/17/2005,111.01,111.01,111.01,111.01,7216
7/18/2005,110.78,110.78,110.78,110.78,8973
7/19/2005,113.96,113.96,113.96,113.96,2051
7/20/2005,112.74,112.74,112.74,112.74,3044
7/21/2005,113.23,113.23,113.23,113.23,2944
7/22/2005,117.79,117.79,117.79,117.79,3887
7/23/2005,119.21,119.21,119.21,119.21,10371
7/24/2005,111.88,111.88,111.88,111.88,10852
7/25/2005,112.82,112.82,112.82,112.82,4851
7/26/2005,117.47,117.47,117.47,117.47,9750
7/27/2005,111.96,111.96,111.96,111.96,10188
7/28/2005,112.89,112.89,112.89,112.89,2145
7/29/2005,119.16,119.16,119.16,119.16,5243
7/30/2005,111.68,111.68,111.68,111.68,3239
7/31/2005,119.17,119.17,119.17,119.17,10964
8/1/2005,117.55,117.55,117.55,117.55,10109
8/2/2005,110.27,110.27,110.27,110.27,9814
8/3/2005,116.50,116.50,116.50,116.50,4893
8/4/2005,109.52,109.52,109.52,109.52,7557
8/5/2005,112.65,112.65,112.65,112.65,8787
8/6/2005,118.07,118.07,118.07,118.07,3070
8/7/2005,112.24,112.24,112.24,112.24,5949
8/8/2005,112.08,112.08,112.08,112.08,4259
8/9/2005,118.62,118.62,118.62,118.62,6287
8/10/2005,115.74,115.74,115.74,115.74,11458
8/11/2005,114.73,114.73,114.73,114.73,2065
8/12/2005,110.44,110.44,110.44,110.44,3203
8/13/2005,114.42,114.42,114.42,114.42,3089
8/14/2005,111.51,111.51,111.51,111.51,10817
8/15/2005,116.89,116.89,116.89,116.89,1286
8/16/2005,117.21,117.21,117.21,117.21,1758
8/17/2005,110.46,110.46,110.46,110.46,5081
8/18/2005,111.82,111.82,111.82,111.82,10511
8/19/2005,109.70,109.70,109.70,109.70,1426
8/20/2005,109.28,109.28,109.28,109.28,9289
8/21/2005,117.18,117.18,117.18,117.18,7734
8/22/2005,107.73,107.73,107.73,107.73,10665
8/23/2005,116.54,116.54,116.54,116.54,1515
8/24/2005,113.08,113.08,113.08,113.08,9499
8/25/2005,115.02,115.02,115.02,115.02,7476
8/26/2005,111.01,111.01,111.01,111.01,8215
8/27/2005,111.99,111.99,111.99,111.99,10751
8/28/2005,109.73,109.73,109.73,109.73,8011
8/29/2005,113.07,113.07,113.07,113.07,9837
8/30/2005,109.22,109.22,109.22,109.22,6007
8/31/2005,106.57,106.57,106.57,106.57,1385
9/1/2005,114.01,114.01,114.01,114.01,4446
9/2/2005,114.42,114.42,114.42,114.42,9611
9/3/2005,115.01,115.01,115.01,115.01,10466
9/4/2005,106.37,106.37,106.37,106.37,4574
9/5/2005,106.63,106.63,106.63,106.63,9916
9/6/2005,108.36,108.36,108.36,108.36,9319
9/7/2005,105.32,105.32,105.32,105.32,10216
9/8/2005,105.42,105.42,105.42,105.42,2741
9/9/2005,107.58,107.58,107.58,107.58,6347
9/10/2005,110.54,110.54,110.54,110.54,5859
9/11/2005,106.06,106.06,106.06,106.06,3288
9/12/2005,110.17,110.17,110.17,110.17,2864
9/13/2005,109.33,109.33,109.33,109.33,3827
9/14/2005,104.79,104.79,104.79,104.79,7440
9/15/2005,106.43,106.43,106.43,106.43,4151
9/16/2005,111.03,111.03,111.03,111.03,7550
9/17/2005,111.36,111.36,111.36,111.36,10245
9/18/2005,111.49,111.49,111.49,111.49,8139
9/19/2005,104.46,104.46,104.46,104.46,1880
9/20/2005,103.97,103.97,103.97,103.97,7486
9/21/2005,110.27,110.27,110.27,110.27,5403
9/22/2005,107.62,107.62,107.62,107.62,5811
9/23/2005,106.56,106.56,106.56,106.56,7566
9/24/2005,111.70,111.70,111.70,111.70,4580
9/25/2005,108.80,108.80,108.80,108.80,5766
9/26/2005,107.88,107.88,107.88,107.88,8199
9/27/2005,111.13,111.13,111.13,111.13,6779
9/28/2005,110.68,110.68,110.68,110.68,6751
9/29/2005,109.10,109.10,109.10,109.10,7746
9/30/2005,104.71,104.71,104.71,104.71,7120
10/1/2005,109.73,109.73,109.73,109.73,5048
10/2/2005,102.48,102.48,102.48,102.48,8403
10/3/2005,103.21,103.21,103.21,103.21,7225
10/4/2005,101.85,101.85,101.85,101.85,2037
10/5/2005,102.69,102.69,102.69,102.69,4210
10/6/2005,101.60,101.60,101.60,101.60,2743
10/7/2005,105.55,105.55,105.55,105.55,9605
10/8/2005,108.25,108.25,108.25,108.25,8227
10/9/2005,108.27,108.27,108.27,108.27,2057
10/10/2005,108.58,108.58,108.58,108.58,9338
10/11/2005,104.20,104.20,104.20,104.20,7919
10/12/2005,100.89,100.89,100.89,100.89,8071
10/13/2005,108.09,108.09,108.09,108.09,10701
10/14/2005,107.86,107.86,107.86,107.86,3128
10/15/2005,100.82,100.82,100.82,100.82,3226
10/16/2005,110.10,110.10,110.10,110.10,5505
10/17/2005,108.21,108.21,108.21,108.21,5302
10/18/2005,108.96,108.96,108.96,108.96,4250
10/19/2005,103.49,103.49,103.49,103.49,7348
10/20/2005,103.15,103.15,103.15,103.15,7737
10/21/2005,106.28,106.28,106.28,106.28,8821
10/22/2005,101.99,101.99,101.99,101.99,3672
10/23/2005,104.30,104.30,104.30,104.30,4589
10/24/2005,102.86,102.86,102.86,102.86,10183
10/25/2005,108.31,108.31,108.31,108.31,2383
