DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,119.22,119.22,119.22,119.22,7272
1/2/2005,118.39,118.39,118.39,118.39,5091
1/3/2005,115.53,115.53,115.53,115.53,1155
1/4/2005,115.05,115.05,115.05,115.05,10585
1/5/2005,118.49,118.49,118.49,118.49,11138
1/6/2005,118.95,118.95,118.95,118.95,6780
1/7/2005,109.97,109.97,109.97,109.97,4949
1/8/2005,113.76,113.76,113.76,113.76,4323
1/9/2005,114.74,114.74,114.74,114.74,6999
1/10/2005,112.18,112.18,112.18,112.18,11106
1/11/2005,116.00,116.00,116.00,116.00,2552
1/12/2005,115.50,115.50,115.50,115.50,6237
1/13/2005,118.83,118.83,118.83,118.83,2614
1/14/2005,110.16,110.16,110.16,110.16,3084
1/15/2005,110.79,110.79,110.79,110.79,6980
1/16/2005,110.53,110.53,110.53,110.53,9837
1/17/2005,110.01,110.01,110.01,110.01,4730
1/18/2005,114.84,114.84,114.84,114.84,8498
1/19/2005,116.05,116.05,116.05,116.05,5455
1/20/2005,110.14,110.14,110.14,110.14,8811
1/21/2005,109.62,109.62,109.62,109.62,6248
1/22/2005,113.91,113.91,113.91,113.91,8543
1/23/2005,117.57,117.57,117.57,117.57,7054
1/24/2005,112.18,112.18,112.18,112.18,8975
1/25/2005,111.26,111.26,111.26,111.26,6564
1/26/2005,109.53,109.53,109.53,109.53,2300
1/27/2005,117.13,117.13,117.13,117.13,2108
1/28/2005,117.76,117.76,117.76,117.76,9421
1/29/2005,117.88,117.88,117.88,117.88,4833
1/30/2005,112.40,112.40,112.40,112.40,5283
1/31/2005,117.20,117.20,117.20,117.20,4337
2/1/2005,115.54,115.54,115.54,115.54,3813
2/2/2005,115.82,115.82,115.82,115.82,1274
2/3/2005,111.95,111.95,111.95,111.95,7501
2/4/2005,115.58,115.58,115.58,115.58,8090
2/5/2005,113.43,113.43,113.43,113.43,1815
2/6/2005,111.63,111.63,111.63,111.63,5693
2/7/2005,116.10,116.10,116.10,116.10,2206
2/8/2005,112.99,112.99,112.99,112.99,9717
2/9/2005,112.63,112.63,112.63,112.63,4731
2/10/2005,114.26,114.26,114.26,114.26,3999
2/11/2005,115.56,115.56,115.56,115.56,7165
2/12/2005,110.94,110.94,110.94,110.94,10872
2/13/2005,105.97,105.97,105.97,105.97,10279
2/14/2005,109.92,109.92,109.92,109.92,8684
2/15/2005,112.95,112.95,112.95,112.95,4518
2/16/2005,115.22,115.22,115.22,115.22,8296
2/17/2005,113.74,113.74,113.74,113.74,8872
2/18/2005,112.55,112.55,112.55,112.55,3602
2/19/2005,114.05,114.05,114.05,114.05,9923
2/20/2005,105.94,105.94,105.94,105.94,7840
2/21/2005,114.18,114.18,114.18,114.18,7193
2/22/2005,113.69,113.69,113.69,113.69,1478
2/23/2005,111.07,111.07,111.07,111.07,5220
2/24/2005,105.90,105.90,105.90,105.90,9107
2/25/2005,105.62,105.62,105.62,105.62,2218
2/26/2005,111.31,111.31,111.31,111.31,1892
2/27/2005,110.03,110.03,110.03,110.03,7592
2/28/2005,107.34,107.34,107.34,107.34,2898
3/1/2005,111.19,111.19,111.19,111.19,9563
