DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
1/1/2005,119.36,119.36,119.36,119.36,8952
1/2/2005,117.49,117.49,117.49,117.49,1880
1/3/2005,111.63,111.63,111.63,111.63,6251
1/4/2005,114.37,114.37,114.37,114.37,8692
1/5/2005,114.71,114.71,114.71,114.71,10783
1/6/2005,112.82,112.82,112.82,112.82,3723
1/7/2005,118.96,118.96,118.96,118.96,8803
1/8/2005,110.54,110.54,110.54,110.54,1769
1/9/2005,117.74,117.74,117.74,117.74,9537
1/10/2005,113.60,113.60,113.60,113.60,5112
1/11/2005,113.72,113.72,113.72,113.72,8643
1/12/2005,115.43,115.43,115.43,115.43,4502
1/13/2005,114.25,114.25,114.25,114.25,5941
1/14/2005,114.92,114.92,114.92,114.92,2298
1/15/2005,118.01,118.01,118.01,118.01,7317
1/16/2005,113.81,113.81,113.81,113.81,7284
1/17/2005,110.60,110.60,110.60,110.60,10507
1/18/2005,111.92,111.92,111.92,111.92,6715
1/19/2005,115.46,115.46,115.46,115.46,8082
1/20/2005,117.62,117.62,117.62,117.62,3646
1/21/2005,115.33,115.33,115.33,115.33,6343
1/22/2005,112.38,112.38,112.38,112.38,2248
1/23/2005,115.29,115.29,115.29,115.29,4611
1/24/2005,109.31,109.31,109.31,109.31,1202
1/25/2005,114.25,114.25,114.25,114.25,9026
1/26/2005,116.89,116.89,116.89,116.89,2455
1/27/2005,113.10,113.10,113.10,113.10,3167
1/28/2005,111.56,111.56,111.56,111.56,3012
1/29/2005,109.55,109.55,109.55,109.55,5149
1/30/2005,113.96,113.96,113.96,113.96,8205
1/31/2005,117.58,117.58,117.58,117.58,4586
2/1/2005,116.47,116.47,116.47,116.47,10482
2/2/2005,112.49,112.49,112.49,112.49,7986
2/3/2005,108.74,108.74,108.74,108.74,10439
2/4/2005,111.68,111.68,111.68,111.68,6143
2/5/2005,111.53,111.53,111.53,111.53,2342
2/6/2005,116.34,116.34,116.34,116.34,2676
2/7/2005,114.46,114.46,114.46,114.46,10302
2/8/2005,110.61,110.61,110.61,110.61,5641
2/9/2005,113.31,113.31,113.31,113.31,2266
2/10/2005,110.40,110.40,110.40,110.40,6293
2/11/2005,111.71,111.71,111.71,111.71,1899
2/12/2005,113.44,113.44,113.44,113.44,4311
2/13/2005,107.21,107.21,107.21,107.21,9970
2/14/2005,111.93,111.93,111.93,111.93,1903
2/15/2005,109.75,109.75,109.75,109.75,3183
2/16/2005,106.17,106.17,106.17,106.17,2548
2/17/2005,107.91,107.91,107.91,107.91,4100
2/18/2005,111.43,111.43,111.43,111.43,5683
2/19/2005,111.20,111.20,111.20,111.20,10786
2/20/2005,106.95,106.95,106.95,106.95,2032
2/21/2005,110.42,110.42,110.42,110.42,1656
2/22/2005,107.83,107.83,107.83,107.83,8087
2/23/2005,106.32,106.32,106.32,106.32,4146
2/24/2005,108.64,108.64,108.64,108.64,5323
2/25/2005,112.07,112.07,112.07,112.07,7957
2/26/2005,111.34,111.34,111.34,111.34,5901
2/27/2005,106.74,106.74,106.74,106.74,5337
2/28/2005,111.37,111.37,111.37,111.37,9021
3/1/2005,105.07,105.07,105.07,105.07,2732
3/2/2005,108.88,108.88,108.88,108.88,3049
3/3/2005,106.58,106.58,106.58,106.58,4476
3/4/2005,103.97,103.97,103.97,103.97,3119
3/5/2005,103.40,103.40,103.40,103.40,8169
3/6/2005,111.62,111.62,111.62,111.62,5581
3/7/2005,105.28,105.28,105.28,105.28,9896
3/8/2005,110.91,110.91,110.91,110.91,8096
3/9/2005,111.43,111.43,111.43,111.43,4012
3/10/2005,111.70,111.70,111.70,111.70,5920
3/11/2005,109.62,109.62,109.62,109.62,1096
3/12/2005,103.11,103.11,103.11,103.11,8352
3/13/2005,106.65,106.65,106.65,106.65,2666
3/14/2005,104.46,104.46,104.46,104.46,7835
3/15/2005,106.28,106.28,106.28,106.28,6696
3/16/2005,110.07,110.07,110.07,110.07,9026
3/17/2005,106.73,106.73,106.73,106.73,8965
3/18/2005,104.20,104.20,104.20,104.20,5106
3/19/2005,105.26,105.26,105.26,105.26,1053
3/20/2005,108.73,108.73,108.73,108.73,3044
3/21/2005,110.62,110.62,110.62,110.62,2102
3/22/2005,107.57,107.57,107.57,107.57,5056
3/23/2005,105.20,105.20,105.20,105.20,10415
3/24/2005,102.43,102.43,102.43,102.43,8911
3/25/2005,109.00,109.00,109.00,109.00,1417
3/26/2005,106.23,106.23,106.23,106.23,1062
3/27/2005,105.48,105.48,105.48,105.48,3797
3/28/2005,100.79,100.79,100.79,100.79,2318
3/29/2005,100.99,100.99,100.99,100.99,7878
3/30/2005,107.54,107.54,107.54,107.54,2689
3/31/2005,101.11,101.11,101.11,101.11,4348
4/1/2005,107.76,107.76,107.76,107.76,5496
4/2/2005,109.32,109.32,109.32,109.32,1858
4/3/2005,109.23,109.23,109.23,109.23,5352
4/4/2005,106.48,106.48,106.48,106.48,4898
4/5/2005,103.02,103.02,103.02,103.02,9375
4/6/2005,105.26,105.26,105.26,105.26,8000
4/7/2005,105.20,105.20,105.20,105.20,7153
4/8/2005,103.41,103.41,103.41,103.41,7446
4/9/2005,103.54,103.54,103.54,103.54,5591
4/10/2005,100.00,100.00,100.00,100.00,4700
4/11/2005,108.91,108.91,108.91,108.91,5337
4/12/2005,100.22,100.22,100.22,100.22,8619
4/13/2005,103.08,103.08,103.08,103.08,3196
4/14/2005,107.99,107.99,107.99,107.99,2484
4/15/2005,103.79,103.79,103.79,103.79,7058
4/16/2005,102.87,102.87,102.87,102.87,6481
4/17/2005,101.36,101.36,101.36,101.36,6386
4/18/2005,103.62,103.62,103.62,103.62,2901
4/19/2005,105.21,105.21,105.21,105.21,4419
4/20/2005,101.08,101.08,101.08,101.08,7682
4/21/2005,102.56,102.56,102.56,102.56,4923
4/22/2005,107.75,107.75,107.75,107.75,7435
4/23/2005,105.27,105.27,105.27,105.27,8211
4/24/2005,108.23,108.23,108.23,108.23,4762
4/25/2005,108.65,108.65,108.65,108.65,4563
4/26/2005,104.70,104.70,104.70,104.70,3246
4/27/2005,102.38,102.38,102.38,102.38,7167
4/28/2005,105.54,105.54,105.54,105.54,4011
4/29/2005,105.29,105.29,105.29,105.29,1579
4/30/2005,108.71,108.71,108.71,108.71,7501
5/1/2005,107.45,107.45,107.45,107.45,5803
5/2/2005,101.49,101.49,101.49,101.49,6901
5/3/2005,107.56,107.56,107.56,107.56,10003
5/4/2005,107.53,107.53,107.53,107.53,9893
5/5/2005,104.52,104.52,104.52,104.52,2195
5/6/2005,103.56,103.56,103.56,103.56,10252
5/7/2005,105.76,105.76,105.76,105.76,3490
5/8/2005,103.66,103.66,103.66,103.66,5287
5/9/2005,108.89,108.89,108.89,108.89,4573
5/10/2005,105.72,105.72,105.72,105.72,6238
5/11/2005,106.88,106.88,106.88,106.88,4916
5/12/2005,105.67,105.67,105.67,105.67,1057
5/13/2005,104.87,104.87,104.87,104.87,1363
5/14/2005,106.90,106.90,106.90,106.90,5345
5/15/2005,103.96,103.96,103.96,103.96,1248
5/16/2005,110.52,110.52,110.52,110.52,5415
5/17/2005,108.85,108.85,108.85,108.85,5116
5/18/2005,104.13,104.13,104.13,104.13,7810
5/19/2005,107.27,107.27,107.27,107.27,1931
5/20/2005,103.75,103.75,103.75,103.75,6225
5/21/2005,105.03,105.03,105.03,105.03,9137
5/22/2005,104.56,104.56,104.56,104.56,7319
5/23/2005,105.57,105.57,105.57,105.57,4962
5/24/2005,112.35,112.35,112.35,112.35,10224
5/25/2005,109.12,109.12,109.12,109.12,1200
5/26/2005,110.64,110.64,110.64,110.64,1881
5/27/2005,111.51,111.51,111.51,111.51,3345
5/28/2005,106.66,106.66,106.66,106.66,3200
5/29/2005,106.44,106.44,106.44,106.44,1277
5/30/2005,109.05,109.05,109.05,109.05,6761
5/31/2005,110.09,110.09,110.09,110.09,2752
6/1/2005,113.26,113.26,113.26,113.26,3964
6/2/2005,109.15,109.15,109.15,109.15,8514
6/3/2005,109.73,109.73,109.73,109.73,10863
6/4/2005,107.44,107.44,107.44,107.44,5372
6/5/2005,106.57,106.57,106.57,106.57,6821
6/6/2005,109.41,109.41,109.41,109.41,8971
6/7/2005,110.29,110.29,110.29,110.29,7169
6/8/2005,109.68,109.68,109.68,109.68,7568
6/9/2005,114.97,114.97,114.97,114.97,9658
6/10/2005,108.83,108.83,108.83,108.83,6203
6/11/2005,116.43,116.43,116.43,116.43,2212
6/12/2005,110.97,110.97,110.97,110.97,7879
6/13/2005,114.53,114.53,114.53,114.53,4696
6/14/2005,109.46,109.46,109.46,109.46,9523
6/15/2005,113.13,113.13,113.13,113.13,4865
6/16/2005,114.43,114.43,114.43,114.43,5607
6/17/2005,108.38,108.38,108.38,108.38,10513
6/18/2005,108.44,108.44,108.44,108.44,8892
6/19/2005,111.03,111.03,111.03,111.03,5107
6/20/2005,108.11,108.11,108.11,108.11,9189
6/21/2005,115.59,115.59,115.59,115.59,1503
6/22/2005,117.84,117.84,117.84,117.84,1414
